job_id,title,company,region,posted_date,skills_required,experience_required,salary_estimate
JOB-0510,Backend Developer,HCL,India,2025-07-28,redis|python|node.js|docker|postgresql,5,771277
JOB-0511,Data Engineer,Uber,India,2025-04-26,python|aws|hadoop|apache spark,5,1401818
JOB-0512,Frontend Developer,Wipro,Europe,2025-07-09,next.js|html|tailwind css|git|css|typescript|react,2,91505
JOB-0513,Cybersecurity Analyst,Zomato,India,2025-04-08,cybersecurity|networking|python|linux,0,3504613
JOB-0514,Mobile Developer,Microsoft,India,2025-03-30,react native|git|swift|kotlin|firebase|rest api|flutter|javascript,7,2856356
JOB-0515,AI Engineer,Uber,India,2025-12-02,python|tensorflow|generative ai|nlp,2,2090309
JOB-0516,Data Analyst,Apple,India,2026-03-24,excel|power bi|data analysis|python|statistics,3,1575112
JOB-0517,Full Stack Developer,Microsoft,India,2026-02-26,node.js|git|sql|html|css,2,3769562
JOB-0518,Software Engineer,Tech Mahindra,India,2025-08-16,sql|c++|python|git|rest api|java,7,1070455
JOB-0519,Data Engineer,Uber,US,2025-10-22,big data|aws|hadoop|docker|apache spark|postgresql|python,0,111785
JOB-0520,DevOps Engineer,Salesforce,Global,2025-10-23,aws|ci/cd|python|git|linux|docker|kubernetes|terraform,0,81601
JOB-0521,Backend Developer,Zomato,Asia Pacific,2026-03-07,python|git|docker|rest api|postgresql|redis,2,69511
JOB-0522,Software Engineer,Uber,India,2026-03-07,agile|git|java|c++|sql,7,1334172
JOB-0523,Frontend Developer,Adobe,India,2025-04-08,css|html|typescript,1,1413526
JOB-0524,Product Manager,Amazon,US,2026-02-07,agile|excel|data analysis,0,88300
JOB-0525,Backend Developer,TCS,India,2025-06-28,docker|node.js|python,1,2891367
JOB-0526,Cybersecurity Analyst,Google,Asia Pacific,2025-07-11,networking|ethical hacking|python|linux|sql,3,44011
JOB-0527,Cybersecurity Analyst,PhonePe,Asia Pacific,2025-07-25,sql|cybersecurity|python|ethical hacking,5,116427
JOB-0528,Data Analyst,Oracle,Europe,2025-08-27,power bi|statistics|sql|tableau|pandas|excel|data analysis,10,120934
JOB-0529,Data Engineer,Infosys,India,2025-01-27,sql|postgresql|docker|apache spark,3,3065596
JOB-0530,AI Engineer,Google,US,2025-10-21,computer vision|huggingface|python|generative ai|tensorflow|nlp|deep learning|pytorch,10,182224
JOB-0531,DevOps Engineer,Infosys,Asia Pacific,2025-02-01,linux|python|kubernetes|ci/cd,2,75333
JOB-0532,DevOps Engineer,Microsoft,Europe,2026-02-09,ci/cd|terraform|python|aws|kubernetes|git|docker|linux,3,55801
JOB-0533,Cybersecurity Analyst,Netflix,Europe,2025-01-15,sql|ethical hacking|networking|cybersecurity,3,70977
JOB-0534,QA Engineer,Meta,US,2025-01-13,agile|git|sql|javascript|postman,7,70992
JOB-0535,Data Analyst,Apple,India,2025-04-27,python|excel|power bi|statistics|pandas|data analysis|tableau|sql,2,1406017
JOB-0536,Cybersecurity Analyst,HCL,India,2025-09-30,ethical hacking|python|cybersecurity,7,2369361
JOB-0537,Cloud Architect,Tech Mahindra,US,2025-10-01,linux|gcp|aws|azure,5,105853
JOB-0538,QA Engineer,Meta,Global,2026-02-08,javascript|agile|git|python|postman|sql,3,148458
JOB-0539,Backend Developer,Adobe,India,2025-01-26,rest api|sql|redis,1,3894900
JOB-0540,Software Engineer,Tech Mahindra,US,2026-02-21,sql|java|git|agile|linux|c++,10,89810
JOB-0541,Frontend Developer,Infosys,India,2025-12-22,css|html|react|typescript|next.js|javascript|git,3,3811407
JOB-0542,Data Engineer,Infosys,India,2026-02-04,docker|aws|hadoop|sql|apache spark|python,5,1950816
JOB-0543,Data Engineer,Oracle,India,2026-03-12,docker|python|hadoop|postgresql|big data|apache spark,10,2722891
JOB-0544,Software Engineer,Swiggy,US,2026-01-17,python|c++|rest api|linux,2,153400
JOB-0545,Data Engineer,Uber,Asia Pacific,2026-01-15,python|big data|sql|aws,2,72355
JOB-0546,ML Engineer,Microsoft,Global,2025-08-26,python|mlops|deep learning|aws|machine learning|docker|tensorflow|pytorch,2,145965
JOB-0547,Cloud Architect,Infosys,US,2025-01-19,azure|networking|terraform|aws|linux|kubernetes|gcp|docker,1,179636
JOB-0548,ML Engineer,Apple,Europe,2025-10-20,mlops|tensorflow|docker,7,116708
JOB-0549,Full Stack Developer,Wipro,Global,2026-01-16,javascript|node.js|html|sql|react,2,60358
JOB-0550,Data Analyst,Tech Mahindra,Europe,2025-05-25,tableau|python|pandas|power bi|sql,5,80825
JOB-0551,Data Analyst,Meta,US,2025-01-19,pandas|excel|statistics|tableau,3,196218
JOB-0552,QA Engineer,Razorpay,US,2025-01-08,agile|git|javascript|python,2,195139
JOB-0553,Frontend Developer,Tech Mahindra,US,2025-01-14,javascript|html|git|css|next.js|tailwind css|typescript|react,7,97302
JOB-0554,DevOps Engineer,Infosys,India,2026-02-14,aws|docker|git|kubernetes|linux|ci/cd|python|terraform,0,1820985
JOB-0555,ML Engineer,Salesforce,India,2025-02-20,deep learning|tensorflow|machine learning|python,3,1027991
JOB-0556,Data Scientist,Oracle,Asia Pacific,2025-10-31,statistics|deep learning|scikit-learn|pandas,3,86825
JOB-0557,Mobile Developer,Microsoft,US,2025-08-20,react native|firebase|flutter|swift|rest api|kotlin|javascript|git,2,158992
JOB-0558,Frontend Developer,Amazon,Asia Pacific,2025-09-03,html|next.js|react|javascript,10,81136
JOB-0559,AI Engineer,Meta,US,2025-01-13,tensorflow|generative ai|pytorch,5,144681
JOB-0560,Full Stack Developer,Netflix,India,2025-10-07,css|node.js|sql|mongodb,2,3695564
JOB-0561,ML Engineer,Wipro,US,2025-09-07,pytorch|aws|python|mlops|docker|tensorflow,5,81221
JOB-0562,QA Engineer,Apple,India,2025-03-29,javascript|git|sql|python|postman|agile,3,1592652
JOB-0563,AI Engineer,Oracle,US,2025-06-30,tensorflow|python|nlp|pytorch|computer vision|generative ai|huggingface|deep learning,1,157182
JOB-0564,Backend Developer,TCS,US,2025-01-11,git|sql|postgresql|python|docker|redis,10,152928
JOB-0565,Cloud Architect,Swiggy,India,2025-05-24,gcp|terraform|aws|azure|networking|docker|linux|kubernetes,2,2803531
JOB-0566,Software Engineer,HCL,US,2026-03-14,python|agile|rest api|java|git|c++,2,153788
JOB-0567,Data Engineer,Netflix,Asia Pacific,2025-03-16,big data|sql|postgresql|apache spark,5,86762
JOB-0568,Full Stack Developer,PhonePe,India,2025-03-24,javascript|html|git|docker|mongodb|css|sql|react,2,836824
JOB-0569,Data Scientist,Meta,US,2025-01-09,pandas|python|deep learning|scikit-learn|data visualization|sql|machine learning,2,147814
JOB-0570,Product Manager,Meta,US,2025-09-12,agile|jira|excel,1,142267
JOB-0571,Data Scientist,Tech Mahindra,India,2025-12-18,deep learning|statistics|pandas|machine learning,0,2213734
JOB-0572,Product Manager,TCS,Europe,2025-05-12,sql|jira|excel,5,127360
JOB-0573,DevOps Engineer,PhonePe,India,2025-06-17,ci/cd|python|terraform|git|linux,7,3030412
JOB-0574,Frontend Developer,Netflix,US,2026-02-18,git|css|typescript|next.js|react|javascript,0,108523
JOB-0575,DevOps Engineer,Meta,Asia Pacific,2026-02-19,docker|kubernetes|python|aws,3,87631
JOB-0576,QA Engineer,Uber,US,2025-11-29,python|sql|postman|javascript|git,2,97043
JOB-0577,Frontend Developer,Adobe,US,2025-01-07,next.js|javascript|tailwind css,10,74150
JOB-0578,AI Engineer,HCL,India,2026-01-13,generative ai|python|huggingface|pytorch,1,663879
JOB-0579,Software Engineer,Infosys,US,2025-01-30,c++|sql|linux|java|git|rest api|agile,2,105294
JOB-0580,Cloud Architect,TCS,US,2025-05-27,docker|gcp|terraform|networking|linux|kubernetes,10,155936
JOB-0581,Cybersecurity Analyst,Tech Mahindra,US,2025-11-09,python|sql|ethical hacking,10,166055
JOB-0582,Frontend Developer,Oracle,US,2025-01-25,css|tailwind css|html|next.js|javascript|react,10,143568
JOB-0583,ML Engineer,Tech Mahindra,US,2025-08-21,tensorflow|machine learning|mlops|deep learning|docker,3,188740
JOB-0584,DevOps Engineer,TCS,India,2025-03-28,python|terraform|linux,3,1952382
JOB-0585,Mobile Developer,Oracle,Europe,2025-10-10,swift|javascript|rest api|kotlin,2,137505
JOB-0586,Mobile Developer,Infosys,US,2025-02-05,rest api|react native|git|swift|javascript|kotlin|firebase,3,186931
JOB-0587,Product Manager,Apple,US,2025-02-26,data analysis|excel|agile|sql|jira,7,185031
JOB-0588,DevOps Engineer,Uber,Asia Pacific,2025-10-15,ci/cd|kubernetes|aws|python|terraform|linux,2,100186
JOB-0589,Cybersecurity Analyst,Oracle,India,2026-03-09,ethical hacking|sql|python,3,2414630
JOB-0590,Data Scientist,Netflix,Global,2025-01-27,scikit-learn|data visualization|pandas|deep learning|statistics|python,5,166477
JOB-0591,Frontend Developer,Salesforce,India,2026-03-19,css|next.js|react,2,1817933
JOB-0592,Frontend Developer,Infosys,Global,2026-02-13,tailwind css|typescript|next.js|javascript|git|html,7,86931
JOB-0593,Data Analyst,Google,Europe,2025-12-17,sql|excel|data analysis|statistics|pandas|power bi,3,136923
JOB-0594,Data Scientist,Tech Mahindra,US,2025-04-18,statistics|machine learning|scikit-learn|sql,0,72042
JOB-0595,DevOps Engineer,Microsoft,India,2025-02-14,docker|ci/cd|git|python,2,870001
JOB-0596,ML Engineer,Amazon,India,2025-03-15,machine learning|mlops|python|docker|aws,3,937164
JOB-0597,Frontend Developer,Tech Mahindra,India,2025-01-17,git|css|next.js|javascript|react|typescript,1,2609810
JOB-0598,Full Stack Developer,Meta,Asia Pacific,2025-09-16,mongodb|react|git|javascript|sql|node.js,0,106381
JOB-0599,Full Stack Developer,Uber,India,2025-08-29,css|node.js|mongodb|sql|html,5,1645851
JOB-0600,AI Engineer,PhonePe,India,2025-11-19,huggingface|python|nlp|tensorflow|pytorch,1,2969320
JOB-0601,Data Engineer,Razorpay,US,2025-12-19,hadoop|sql|python,5,193402
JOB-0602,Backend Developer,Tech Mahindra,US,2025-06-11,postgresql|node.js|python|docker|rest api,1,169397
JOB-0603,Frontend Developer,Microsoft,India,2026-02-13,css|tailwind css|react|html|typescript|javascript,1,2373462
JOB-0604,Full Stack Developer,TCS,Asia Pacific,2025-08-02,react|node.js|css|git|html|javascript,2,102515
JOB-0605,Data Scientist,PhonePe,India,2025-10-01,pandas|python|machine learning|deep learning|sql|scikit-learn|statistics|data visualization,2,3193449
JOB-0606,Cybersecurity Analyst,Salesforce,India,2025-01-16,cybersecurity|ethical hacking|python|networking,2,2593384
JOB-0607,Backend Developer,Infosys,Asia Pacific,2025-10-07,python|postgresql|redis|git|rest api|node.js|docker,1,105030
JOB-0608,Backend Developer,TCS,India,2025-08-14,docker|git|rest api|postgresql|python|sql|node.js,1,2472508
JOB-0609,DevOps Engineer,Meta,US,2025-03-05,ci/cd|terraform|python|git|kubernetes|docker|aws,2,129412
JOB-0610,Full Stack Developer,Zomato,India,2025-06-13,docker|mongodb|sql|html|css,5,3545304
JOB-0611,Frontend Developer,Amazon,India,2026-01-21,html|git|next.js|javascript,3,3741537
JOB-0612,Data Engineer,Tech Mahindra,India,2025-06-13,hadoop|postgresql|sql|apache spark|big data|docker|python|aws,5,2678937
JOB-0613,Data Engineer,TCS,India,2025-01-26,sql|postgresql|aws|hadoop|python|apache spark|big data,5,2984819
JOB-0614,Data Engineer,Netflix,US,2025-05-29,big data|python|hadoop|aws,7,156373
JOB-0615,Mobile Developer,Wipro,India,2025-04-27,kotlin|git|swift|flutter|rest api|firebase|react native|javascript,3,2936798
JOB-0616,Data Engineer,Netflix,US,2025-04-04,apache spark|postgresql|python|big data,0,177044
JOB-0617,DevOps Engineer,HCL,Asia Pacific,2025-12-02,kubernetes|aws|python|docker|ci/cd|git|terraform|linux,3,43320
JOB-0618,Cloud Architect,Swiggy,India,2026-03-11,networking|terraform|azure,1,3154728
JOB-0619,Product Manager,Microsoft,Europe,2026-01-08,excel|jira|sql|data analysis|agile,2,132867
JOB-0620,Data Engineer,Amazon,US,2025-11-10,python|hadoop|apache spark|postgresql|docker|big data|sql|aws,5,72251
JOB-0621,Frontend Developer,Infosys,Global,2025-07-31,tailwind css|react|css,1,127928
JOB-0622,Product Manager,Flipkart,India,2026-03-24,data analysis|excel|jira,10,3543486
JOB-0623,Cloud Architect,Meta,Global,2025-01-16,docker|kubernetes|linux|azure|networking,3,74398
JOB-0624,Frontend Developer,Flipkart,Global,2026-02-01,git|typescript|css|tailwind css,2,163606
JOB-0625,ML Engineer,Razorpay,India,2025-01-26,mlops|docker|tensorflow,3,2977347
JOB-0626,Backend Developer,Meta,India,2025-11-29,node.js|rest api|redis,2,1183247
JOB-0627,Software Engineer,Apple,India,2025-01-22,c++|java|python|rest api|linux,1,2957681
JOB-0628,Data Scientist,Microsoft,Europe,2026-01-19,sql|data visualization|pandas|python|machine learning|statistics,3,145419
JOB-0629,Data Analyst,Zomato,India,2025-01-02,power bi|python|tableau|sql|excel|statistics,1,1266470
JOB-0630,ML Engineer,Oracle,India,2025-10-24,docker|mlops|python|aws|tensorflow,0,1738422
JOB-0631,Backend Developer,Uber,India,2025-02-01,postgresql|git|redis|node.js,0,2504611
JOB-0632,Data Analyst,Salesforce,Europe,2025-05-23,sql|excel|statistics|power bi|data analysis|tableau|python|pandas,0,88328
JOB-0633,DevOps Engineer,Netflix,Global,2026-01-22,docker|aws|linux|git|ci/cd,1,80974
JOB-0634,Data Analyst,TCS,India,2026-01-10,pandas|excel|python|data analysis|tableau|statistics|power bi|sql,1,1855300
JOB-0635,QA Engineer,Swiggy,Global,2025-02-01,python|git|postman,7,141164
JOB-0636,Data Analyst,HCL,India,2025-03-03,statistics|python|tableau|pandas|excel,7,766562
JOB-0637,Data Analyst,Microsoft,India,2025-10-24,excel|sql|tableau|data analysis|python|power bi,3,1338925
JOB-0638,AI Engineer,Razorpay,US,2025-11-08,computer vision|generative ai|nlp|tensorflow|pytorch,3,194357
JOB-0639,ML Engineer,Swiggy,India,2025-11-09,aws|python|machine learning|tensorflow|deep learning|docker|pytorch|mlops,2,1168011
JOB-0640,Data Scientist,Flipkart,US,2025-05-26,statistics|sql|python|machine learning|scikit-learn|data visualization|deep learning,1,72013
JOB-0641,QA Engineer,Wipro,Asia Pacific,2026-01-02,javascript|agile|python,2,61252
JOB-0642,Cloud Architect,Adobe,India,2025-02-09,docker|linux|aws|kubernetes,5,2000507
JOB-0643,ML Engineer,Apple,Europe,2026-01-02,docker|deep learning|python|aws,2,57856
JOB-0644,Full Stack Developer,PhonePe,Asia Pacific,2025-06-10,sql|docker|html|git|css,5,75983
JOB-0645,Software Engineer,Netflix,US,2026-02-26,agile|c++|sql|git,3,156673
JOB-0646,Cloud Architect,Tech Mahindra,India,2026-03-22,aws|kubernetes|docker|gcp|networking|linux|terraform,1,1588722
JOB-0647,DevOps Engineer,Wipro,India,2025-05-21,linux|git|terraform|python|aws|ci/cd|kubernetes,7,953153
JOB-0648,Data Scientist,Adobe,Global,2025-10-18,python|pandas|statistics|data visualization|deep learning|machine learning|scikit-learn|sql,3,108047
JOB-0649,ML Engineer,Salesforce,Global,2026-01-07,tensorflow|docker|mlops|machine learning|python|aws,0,130986
JOB-0650,Data Engineer,Salesforce,India,2025-10-24,python|sql|big data|docker,7,1317997
JOB-0651,Full Stack Developer,PhonePe,US,2025-02-11,sql|docker|mongodb,1,110167
JOB-0652,ML Engineer,Zomato,Europe,2025-10-31,aws|tensorflow|python,1,123302
JOB-0653,Software Engineer,Tech Mahindra,India,2025-02-13,linux|rest api|java|agile|c++|python,7,3889986
JOB-0654,Cybersecurity Analyst,Microsoft,India,2025-08-02,networking|linux|python|cybersecurity|ethical hacking,0,1784836
JOB-0655,Software Engineer,Microsoft,US,2025-06-10,java|python|agile|rest api|sql|c++|git|linux,2,181958
JOB-0656,Cloud Architect,HCL,India,2025-01-02,linux|gcp|terraform|aws|docker|networking|azure,0,3876092
JOB-0657,Data Scientist,Microsoft,Europe,2025-01-26,machine learning|pandas|data visualization|statistics|scikit-learn|sql|deep learning|python,1,131932
JOB-0658,Data Analyst,Adobe,US,2025-04-04,power bi|statistics|pandas|excel|sql|tableau|data analysis,10,151787
JOB-0659,QA Engineer,Apple,US,2025-09-03,python|sql|agile,2,135867
JOB-0660,AI Engineer,Infosys,Global,2025-09-13,nlp|pytorch|deep learning|tensorflow|python|computer vision|huggingface|generative ai,3,60929
JOB-0661,Mobile Developer,Salesforce,Europe,2025-11-15,react native|flutter|javascript|git|rest api|swift|kotlin,3,79187
JOB-0662,Cybersecurity Analyst,Netflix,US,2025-01-29,networking|linux|python|sql|cybersecurity,3,94976
JOB-0663,Mobile Developer,Uber,India,2025-04-03,kotlin|flutter|git|swift|rest api|javascript,0,1052333
JOB-0664,Cloud Architect,Salesforce,US,2026-02-20,linux|docker|kubernetes|azure|networking|gcp|aws,3,78804
JOB-0665,Data Analyst,Meta,Global,2025-12-10,statistics|power bi|data analysis|sql|tableau|python|pandas,0,94912
JOB-0666,ML Engineer,Netflix,US,2025-01-12,aws|docker|mlops|tensorflow|deep learning,3,191640
JOB-0667,Mobile Developer,Oracle,Europe,2025-05-17,git|kotlin|swift|flutter|react native|firebase,5,128816
JOB-0668,Backend Developer,TCS,Global,2026-03-07,redis|postgresql|sql|rest api|git|docker|python,5,165454
JOB-0669,Cloud Architect,Tech Mahindra,India,2026-02-02,docker|linux|terraform|aws|gcp|kubernetes,3,2623027
JOB-0670,Data Scientist,Apple,Europe,2025-08-15,statistics|pandas|python|scikit-learn|sql|deep learning,2,102066
JOB-0671,Mobile Developer,Uber,Europe,2025-04-10,swift|javascript|firebase|kotlin|rest api|flutter|react native|git,1,133569
JOB-0672,Cybersecurity Analyst,Microsoft,US,2025-09-01,python|cybersecurity|linux|ethical hacking|networking|sql,3,100297
JOB-0673,Cybersecurity Analyst,Microsoft,India,2026-02-17,cybersecurity|python|sql|linux|networking,3,1144653
JOB-0674,ML Engineer,HCL,Global,2025-07-10,machine learning|python|docker|aws|mlops|pytorch,5,74596
JOB-0675,QA Engineer,Adobe,Europe,2025-05-29,sql|python|javascript|git|agile|postman,7,149468
JOB-0676,Cybersecurity Analyst,Zomato,US,2025-05-01,python|sql|networking|cybersecurity|ethical hacking,3,159031
JOB-0677,Software Engineer,Flipkart,India,2025-01-06,rest api|java|python|git|agile|sql|c++|linux,5,2566849
JOB-0678,Data Engineer,Uber,US,2025-08-10,aws|apache spark|sql|big data|python|postgresql,0,84706
JOB-0679,Mobile Developer,Salesforce,India,2026-01-11,flutter|firebase|javascript|rest api|kotlin|react native|git|swift,3,1702491
JOB-0680,DevOps Engineer,Microsoft,US,2025-08-22,docker|git|terraform|aws|python,5,105281
JOB-0681,Cloud Architect,Tech Mahindra,Asia Pacific,2025-11-05,linux|networking|azure|terraform|aws|kubernetes,3,59558
JOB-0682,AI Engineer,Apple,Europe,2025-05-07,python|nlp|generative ai|deep learning|pytorch|computer vision,5,55609
JOB-0683,Data Analyst,Infosys,US,2025-07-16,sql|tableau|excel|pandas|data analysis,5,191211
JOB-0684,ML Engineer,Infosys,Europe,2026-01-01,pytorch|docker|aws|tensorflow,1,108408
JOB-0685,AI Engineer,Oracle,India,2025-10-08,pytorch|python|computer vision|tensorflow|deep learning,10,2498238
JOB-0686,Mobile Developer,PhonePe,Global,2025-08-28,javascript|swift|flutter|kotlin,10,88346
JOB-0687,Cybersecurity Analyst,TCS,India,2026-02-28,sql|cybersecurity|python|networking|linux|ethical hacking,0,2151726
JOB-0688,Software Engineer,Tech Mahindra,US,2025-07-02,java|git|agile|c++|rest api|python|sql,5,89935
JOB-0689,Mobile Developer,Oracle,India,2025-02-09,react native|flutter|git|javascript|swift|rest api|firebase,2,2560022
JOB-0690,DevOps Engineer,PhonePe,India,2025-03-25,git|python|terraform|ci/cd,2,921199
JOB-0691,Mobile Developer,Amazon,Europe,2025-02-07,kotlin|rest api|git|firebase|swift|flutter|react native|javascript,2,68302
JOB-0692,QA Engineer,Zomato,Europe,2025-08-09,javascript|sql|git,2,83172
JOB-0693,Backend Developer,Tech Mahindra,Europe,2025-04-25,git|docker|node.js,5,94553
JOB-0694,Data Analyst,Amazon,Europe,2026-01-29,data analysis|tableau|power bi,2,86390
JOB-0695,Product Manager,Infosys,India,2026-01-20,excel|data analysis|sql|agile,1,2286519
JOB-0696,Frontend Developer,TCS,Asia Pacific,2025-07-15,css|react|javascript|html|typescript|tailwind css,0,72959
JOB-0697,Cybersecurity Analyst,Infosys,India,2025-02-24,ethical hacking|linux|cybersecurity|python|sql,10,3561761
JOB-0698,DevOps Engineer,Meta,Asia Pacific,2026-03-04,terraform|docker|aws,3,57127
JOB-0699,Frontend Developer,Tech Mahindra,Europe,2025-07-20,react|css|git|next.js|tailwind css|typescript|javascript|html,7,121545
JOB-0700,Backend Developer,Swiggy,US,2025-12-11,postgresql|rest api|python|node.js|git,7,122772
JOB-0701,Full Stack Developer,Wipro,US,2025-04-01,docker|git|html,2,141017
JOB-0702,Mobile Developer,Salesforce,Asia Pacific,2025-05-25,react native|swift|flutter|kotlin|javascript,1,59787
JOB-0703,QA Engineer,HCL,India,2025-06-25,agile|postman|git|sql|javascript|python,3,3705003
JOB-0704,ML Engineer,Microsoft,India,2025-07-01,aws|deep learning|mlops,5,1503923
JOB-0705,Mobile Developer,Tech Mahindra,Asia Pacific,2025-11-28,swift|javascript|git|kotlin|rest api|react native|firebase,1,108921
JOB-0706,Full Stack Developer,Zomato,Europe,2025-01-08,javascript|docker|git|mongodb|react,2,141239
JOB-0707,Mobile Developer,Razorpay,Asia Pacific,2026-01-13,swift|flutter|react native,5,64485
JOB-0708,Software Engineer,Razorpay,Europe,2025-06-07,linux|python|rest api,2,69563
JOB-0709,Product Manager,Uber,Europe,2025-06-09,excel|agile|jira|sql,5,70968
JOB-0710,Data Scientist,Meta,US,2025-08-20,deep learning|scikit-learn|python|machine learning|data visualization|sql|statistics|pandas,0,155311
JOB-0711,Full Stack Developer,Netflix,US,2026-02-06,node.js|html|react|css|sql|docker,1,152797
JOB-0712,Software Engineer,Meta,US,2025-04-26,c++|sql|linux,10,137808
JOB-0713,Cloud Architect,Flipkart,India,2025-02-04,terraform|azure|linux|gcp|kubernetes|aws,0,1962148
JOB-0714,Software Engineer,Razorpay,India,2025-11-27,rest api|python|sql|c++|java|git|linux,5,2400266
JOB-0715,Frontend Developer,Flipkart,US,2025-01-16,react|next.js|html|tailwind css|css|git|javascript,2,114645
JOB-0716,Backend Developer,Microsoft,India,2025-07-22,postgresql|docker|git|redis|sql|python|node.js|rest api,3,3585665
JOB-0717,AI Engineer,TCS,Asia Pacific,2025-06-14,deep learning|generative ai|nlp|pytorch|huggingface|python|tensorflow,1,67250
JOB-0718,AI Engineer,Flipkart,India,2025-11-29,pytorch|tensorflow|huggingface|deep learning|nlp|generative ai|python,2,838366
JOB-0719,DevOps Engineer,Zomato,Europe,2026-02-14,git|linux|aws|kubernetes|python|ci/cd|terraform,2,143955
JOB-0720,Frontend Developer,Swiggy,Europe,2025-03-30,tailwind css|html|typescript|react,5,83837
JOB-0721,Cloud Architect,Oracle,India,2025-01-08,terraform|docker|kubernetes|linux|azure,2,1496977
JOB-0722,Software Engineer,Swiggy,India,2025-08-06,java|rest api|sql|git|agile|linux|python,5,2561328
JOB-0723,QA Engineer,Zomato,India,2025-06-21,javascript|agile|git,10,3565560
JOB-0724,Mobile Developer,Microsoft,India,2025-12-29,swift|kotlin|rest api|javascript|react native|git,3,2419833
JOB-0725,Backend Developer,TCS,Europe,2026-03-10,redis|docker|sql|postgresql|node.js|rest api|git|python,3,97279
JOB-0726,Full Stack Developer,Amazon,US,2025-11-12,javascript|html|git|mongodb|node.js|css|docker|react,2,86934
JOB-0727,Frontend Developer,Oracle,US,2025-05-21,css|html|next.js|tailwind css,5,105201
JOB-0728,ML Engineer,Flipkart,US,2025-11-19,deep learning|python|mlops|machine learning|docker,7,181672
JOB-0729,DevOps Engineer,PhonePe,Asia Pacific,2026-01-07,terraform|docker|ci/cd,0,87013
JOB-0730,Backend Developer,Flipkart,US,2026-01-11,redis|docker|git,0,131527
JOB-0731,Cybersecurity Analyst,Oracle,India,2025-10-13,ethical hacking|networking|linux|sql,1,2995067
JOB-0732,Data Engineer,Netflix,US,2025-06-01,big data|hadoop|apache spark|aws|python|docker|postgresql|sql,2,95762
JOB-0733,Backend Developer,Uber,India,2025-10-22,redis|python|node.js|git,1,1900457
JOB-0734,QA Engineer,Tech Mahindra,Asia Pacific,2025-10-15,git|agile|postman|python,2,72873
JOB-0735,Product Manager,Infosys,India,2025-04-01,jira|data analysis|agile,2,1606152
JOB-0736,ML Engineer,Meta,India,2025-02-14,deep learning|aws|pytorch|tensorflow|machine learning|docker,1,892552
JOB-0737,Product Manager,PhonePe,India,2025-09-29,sql|jira|excel,2,3248053
JOB-0738,Software Engineer,Wipro,India,2025-06-10,git|python|c++|java,2,3264649
JOB-0739,Frontend Developer,Apple,US,2025-03-30,tailwind css|next.js|javascript|css|git|html|typescript,5,169794
JOB-0740,ML Engineer,Infosys,US,2025-11-17,machine learning|mlops|docker|aws,3,145257
JOB-0741,Data Analyst,Infosys,India,2025-08-24,power bi|tableau|statistics,2,3556156
JOB-0742,ML Engineer,TCS,India,2025-06-18,aws|deep learning|python|mlops|tensorflow|docker|machine learning|pytorch,2,3296711
JOB-0743,Backend Developer,Meta,US,2025-07-23,postgresql|redis|sql|python|rest api,0,108409
JOB-0744,Data Scientist,Google,US,2025-03-06,data visualization|scikit-learn|python|sql|machine learning|deep learning,7,109291
JOB-0745,Software Engineer,Microsoft,US,2025-09-23,java|agile|c++|linux|rest api|git|python|sql,10,168843
JOB-0746,Data Engineer,Flipkart,India,2025-12-20,aws|python|big data|postgresql|sql|hadoop|apache spark,5,3321914
JOB-0747,Software Engineer,PhonePe,Global,2025-01-08,rest api|python|sql|linux|agile|java|c++,5,68320
JOB-0748,Data Analyst,Microsoft,India,2025-05-12,tableau|power bi|statistics|pandas|excel|sql,3,2094475
JOB-0749,Mobile Developer,Tech Mahindra,Global,2025-11-22,javascript|react native|kotlin|flutter,10,83351
JOB-0750,Data Engineer,PhonePe,US,2025-01-08,hadoop|python|postgresql|big data,1,95738
JOB-0751,Frontend Developer,Oracle,Global,2025-11-09,css|typescript|html|tailwind css,2,158073
JOB-0752,Data Engineer,TCS,India,2025-03-31,hadoop|big data|docker,5,724746
JOB-0753,Data Analyst,Wipro,US,2025-07-18,statistics|power bi|python|tableau,1,119832
JOB-0754,QA Engineer,Swiggy,India,2025-07-13,javascript|git|sql|agile|postman|python,3,2388702
JOB-0755,Full Stack Developer,Microsoft,Asia Pacific,2025-10-24,mongodb|node.js|html|javascript,0,107560
JOB-0756,Frontend Developer,Amazon,Asia Pacific,2026-03-07,next.js|react|html|javascript|typescript,3,88380
JOB-0757,Data Engineer,Salesforce,Asia Pacific,2025-09-27,postgresql|apache spark|hadoop|aws,5,84990
JOB-0758,Cloud Architect,Wipro,US,2025-08-24,linux|kubernetes|azure|terraform|gcp|networking|docker|aws,0,175364
JOB-0759,Mobile Developer,Oracle,India,2025-06-24,javascript|kotlin|swift|firebase|rest api|git|flutter|react native,10,3418141
JOB-0760,Mobile Developer,Oracle,US,2025-11-20,swift|react native|firebase|git|flutter,3,193695
JOB-0761,Full Stack Developer,Tech Mahindra,India,2025-11-10,docker|sql|mongodb|react|css,2,2116925
JOB-0762,AI Engineer,HCL,Asia Pacific,2026-01-16,computer vision|tensorflow|nlp|deep learning|pytorch|generative ai,5,85679
JOB-0763,Software Engineer,Flipkart,US,2025-01-03,java|git|rest api|python|c++|linux|agile,10,103725
JOB-0764,ML Engineer,Google,Global,2025-11-28,deep learning|mlops|machine learning|pytorch,1,143382
